date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:05:24	2558/2558	---M--	200	added ('OK')	application/javascript	date:Sun,%2027%20Dec%202020%2018:40:20%20GMT	https://seilias.gr/go-lab/html5/files/scripts/infos.js	C:/My%20Web%20Sites/sdsdkm/seilias.gr/go-lab/html5/files/scripts/infos.js	(from https://seilias.gr/go-lab/html5/torricelli.plain.html)
17:05:25	5013/5013	---M--	200	added ('OK')	application/javascript	date:Sun,%2014%20Feb%202021%2007:52:31%20GMT	https://seilias.gr/go-lab/html5/torricelli/buttons.js	C:/My%20Web%20Sites/sdsdkm/seilias.gr/go-lab/html5/torricelli/buttons.js	(from https://seilias.gr/go-lab/html5/torricelli.plain.html)
17:05:25	1037/1037	---M--	200	added ('OK')	application/javascript	date:Sun,%2014%20Feb%202021%2007:52:31%20GMT	https://seilias.gr/go-lab/html5/torricelli/dragAndDrop.js	C:/My%20Web%20Sites/sdsdkm/seilias.gr/go-lab/html5/torricelli/dragAndDrop.js	(from https://seilias.gr/go-lab/html5/torricelli.plain.html)
17:05:25	8440/8440	---M--	200	added ('OK')	application/javascript	date:Sun,%2014%20Feb%202021%2007:52:31%20GMT	https://seilias.gr/go-lab/html5/torricelli/functions.js	C:/My%20Web%20Sites/sdsdkm/seilias.gr/go-lab/html5/torricelli/functions.js	(from https://seilias.gr/go-lab/html5/torricelli.plain.html)
17:05:26	163/163	---M--	200	added ('OK')	application/javascript	date:Sun,%2014%20Feb%202021%2007:52:32%20GMT	https://seilias.gr/go-lab/html5/torricelli/shapes.js	C:/My%20Web%20Sites/sdsdkm/seilias.gr/go-lab/html5/torricelli/shapes.js	(from https://seilias.gr/go-lab/html5/torricelli.plain.html)
17:05:26	6409/6409	---M--	200	added ('OK')	application/javascript	date:Sun,%2014%20Feb%202021%2007:52:31%20GMT	https://seilias.gr/go-lab/html5/torricelli/app.js	C:/My%20Web%20Sites/sdsdkm/seilias.gr/go-lab/html5/torricelli/app.js	(from https://seilias.gr/go-lab/html5/torricelli.plain.html)
17:05:27	12320/12320	---M-Z	200	added ('OK')	text/javascript	etag:%223020-5bde50922f680-gzip%22	https://utwente.graasp.eu/external/js/translations-jquery-1.0.js	C:/My%20Web%20Sites/sdsdkm/utwente.graasp.eu/external/js/translations-jquery-1.0.js	(from https://seilias.gr/go-lab/html5/torricelli.plain.html)
17:05:27	6992/6992	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Dec%202020%2018:40:16%20GMT	https://seilias.gr/go-lab/html5/files/jquery/images/ui-icons_444444_256x240.png	C:/My%20Web%20Sites/sdsdkm/seilias.gr/go-lab/html5/files/jquery/images/ui-icons_444444_256x240.png	(from https://seilias.gr/go-lab/html5/files/jquery/jquery-ui.css)
17:05:27	6988/6988	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Dec%202020%2018:40:17%20GMT	https://seilias.gr/go-lab/html5/files/jquery/images/ui-icons_555555_256x240.png	C:/My%20Web%20Sites/sdsdkm/seilias.gr/go-lab/html5/files/jquery/images/ui-icons_555555_256x240.png	(from https://seilias.gr/go-lab/html5/files/jquery/jquery-ui.css)
17:05:28	6299/6299	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Dec%202020%2018:40:17%20GMT	https://seilias.gr/go-lab/html5/files/jquery/images/ui-icons_ffffff_256x240.png	C:/My%20Web%20Sites/sdsdkm/seilias.gr/go-lab/html5/files/jquery/images/ui-icons_ffffff_256x240.png	(from https://seilias.gr/go-lab/html5/files/jquery/jquery-ui.css)
17:05:28	4549/4549	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Dec%202020%2018:40:17%20GMT	https://seilias.gr/go-lab/html5/files/jquery/images/ui-icons_777620_256x240.png	C:/My%20Web%20Sites/sdsdkm/seilias.gr/go-lab/html5/files/jquery/images/ui-icons_777620_256x240.png	(from https://seilias.gr/go-lab/html5/files/jquery/jquery-ui.css)
17:05:28	4549/4549	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Dec%202020%2018:40:17%20GMT	https://seilias.gr/go-lab/html5/files/jquery/images/ui-icons_cc0000_256x240.png	C:/My%20Web%20Sites/sdsdkm/seilias.gr/go-lab/html5/files/jquery/images/ui-icons_cc0000_256x240.png	(from https://seilias.gr/go-lab/html5/files/jquery/jquery-ui.css)
17:05:29	6999/6999	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Dec%202020%2018:40:17%20GMT	https://seilias.gr/go-lab/html5/files/jquery/images/ui-icons_777777_256x240.png	C:/My%20Web%20Sites/sdsdkm/seilias.gr/go-lab/html5/files/jquery/images/ui-icons_777777_256x240.png	(from https://seilias.gr/go-lab/html5/files/jquery/jquery-ui.css)
